tstamp	latitude	longitude	speed	trip_id	trip_id	route_id	vehicle_id	service_key	direction
2023-01-16 12:45:10	45.519153	-122.438278	0	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:45:50	45.519155	-122.441832	6.9	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:46:00	45.519158	-122.443958	16.4	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:46:15	45.519165	-122.447147	16.47	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:47:20	45.519185	-122.455123	9.45	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:47:55	45.51919	-122.456155	2.26	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:48:05	45.519188	-122.45777	12.7	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:55:35	45.519193	-122.496728	4.22	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:55:45	45.519167	-122.49818	11.4	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:56:25	45.519203	-122.500502	4.42	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:56:50	45.519207	-122.504197	11.04	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:57:39	45.519212	-122.508397	6.65	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:59:34	45.519165	-122.519738	7.62	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:59:44	45.51915	-122.52136	12.6	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:00:09	45.519145	-122.525372	12.4	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:00:59	45.519132	-122.528635	5.04	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:01:04	45.519125	-122.529415	12	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:01:14	45.519113	-122.53109	13	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:01:29	45.519117	-122.533253	11.13	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:01:55	45.519108	-122.534112	2.54	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:04:52	45.519082	-122.539177	2.22	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:05:32	45.519068	-122.541258	4	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:05:37	45.519065	-122.541903	9.8	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:05:47	45.519063	-122.542595	5.2	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:05:52	45.519065	-122.542908	5.2	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:07:22	45.519033	-122.547727	4.16	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:07:32	45.519037	-122.549547	14.2	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:49:25	45.519198	-122.46679	8.66	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:49:35	45.519197	-122.466995	1.4	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:49:37	45.519197	-122.466995	0.5	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:50:25	45.51921	-122.470418	5.54	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:50:35	45.519208	-122.471602	9.3	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:08:17	45.519065	-122.555833	10.73	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:08:27	45.519058	-122.556482	4.7	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:08:37	45.519047	-122.556633	1.1	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:08:47	45.51904	-122.557363	5.9	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:08:52	45.519107	-122.557688	5	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:09:02	45.519452	-122.55779	3.6	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:09:47	45.522207	-122.55834	7.02	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:11:02	45.522765	-122.559195	1.55	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:11:52	45.522757	-122.562052	4.34	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:13:32	45.522713	-122.568283	4.91	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:13:47	45.522755	-122.570852	13.13	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:14:52	45.522757	-122.575473	5.32	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:17:46	45.52285	-122.586583	4.94	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:18:01	45.523105	-122.58874	11.4	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:18:16	45.523113	-122.591387	13.67	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:19:27	45.523003	-122.597885	7.11	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:50:40	45.51921	-122.472158	8.4	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:51:05	45.519217	-122.475075	9.04	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:51:55	45.519223	-122.47912	6.18	239247116	239247116	20	3322	Weekday	0
2023-01-16 12:54:50	45.519208	-122.494258	6.71	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:32:39	45.523633	-122.65399	2.18	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:21:17	45.522898	-122.605968	5.69	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:22:32	45.522905	-122.610953	5.13	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:23:22	45.522772	-122.618968	12.56	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:23:27	45.522932	-122.619732	12.2	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:23:52	45.523578	-122.622753	9.68	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:25:37	45.522883	-122.628193	4.13	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:26:02	45.522887	-122.632085	11.96	239247116	239247116	20	3322	Weekday	0
2023-01-16 13:26:12	45.522893	-122.633543	11.3	239247116	239247116	20	3322	Weekday	0
