tstamp	latitude	longitude	speed	trip_id
2023-01-17 10:17:37	45.53845	-122.66672	10.42	239584735
2023-01-17 10:17:52	45.54003	-122.666722	12	239584735
2023-01-17 10:18:07	45.541485	-122.666698	11.07	239584735
2023-01-17 10:18:22	45.542715	-122.66665	8.87	239584735
2023-01-17 10:18:42	45.54346	-122.666675	4.55	239584735
2023-01-17 10:18:58	45.544995	-122.66667	10.94	239584735
2023-01-17 10:19:29	45.54764	-122.666687	9.68	239584735
2023-01-17 10:19:34	45.548047	-122.666667	9.2	239584735
2023-01-17 10:19:59	45.549705	-122.666693	7.24	239584735
2023-01-17 10:20:14	45.550213	-122.666702	3.87	239584735
2023-01-17 10:20:34	45.55123	-122.666717	5.75	239584735
2023-01-17 10:20:49	45.55196	-122.666715	5.6	239584735
2023-01-17 10:21:59	45.555868	-122.666747	6.33	239584735
2023-01-17 10:22:04	45.556335	-122.666742	10.6	239584735
2023-01-17 10:22:19	45.55776	-122.666723	10.8	239584735
2023-01-17 10:22:24	45.558238	-122.666715	10.8	239584735
2023-01-17 10:22:34	45.558873	-122.666697	7.3	239584735
2023-01-17 10:22:59	45.559102	-122.666777	1.08	239584735
2023-01-17 10:23:09	45.559828	-122.666883	8.4	239584735
2023-01-17 10:23:19	45.560738	-122.666895	10.3	239584735
2023-01-17 10:23:34	45.562062	-122.66693	10.07	239584735
2023-01-17 10:23:39	45.56239	-122.666965	7.6	239584735
2023-01-17 10:23:44	45.562508	-122.66698	2.6	239584735
2023-01-17 10:23:59	45.562538	-122.666985	0.27	239584735
2023-01-17 10:24:04	45.56269	-122.667005	3.4	239584735
2023-01-17 10:24:14	45.56277	-122.667518	4.4	239584735
2023-01-17 10:24:19	45.56276	-122.667857	5.2	239584735
2023-01-17 10:24:44	45.562772	-122.668342	1.52	239584735
2023-01-17 10:25:09	45.562763	-122.668548	0.68	239584735
2023-01-17 10:25:17	45.562763	-122.668548	0	239584735
2023-01-17 10:25:49	45.563112	-122.668808	1.72	239584735
2023-01-17 10:26:04	45.564547	-122.66883	10.93	239584735
2023-01-17 10:26:29	45.567077	-122.668868	11.48	239584735
2023-01-17 10:26:49	45.568852	-122.66891	10.05	239584735
2023-01-17 10:27:04	45.5699	-122.668918	7.67	239584735
2023-01-17 10:27:09	45.569918	-122.66892	0.2	239584735
2023-01-17 10:27:35	45.56999	-122.67154	8.38	239584735
2023-01-17 10:27:55	45.569987	-122.674277	10.75	239584735
2023-01-17 10:28:00	45.570008	-122.674575	4.4	239584735
2023-01-17 10:29:30	45.56998	-122.675562	0.94	239584735
2023-01-17 10:30:10	45.569945	-122.68113	11.07	239584735
2023-01-17 10:30:20	45.569928	-122.681668	3.7	239584735
2023-01-17 10:32:10	45.569927	-122.681688	0.02	239584735
2023-01-17 10:32:20	45.569935	-122.68252	6.6	239584735
2023-01-17 10:32:25	45.56992	-122.683227	11.2	239584735
2023-01-17 10:32:45	45.569945	-122.686338	12.4	239584735
2023-01-17 10:33:45	45.569955	-122.690015	4.92	239584735
2023-01-17 10:33:55	45.56994	-122.691615	12.7	239584735
2023-01-17 10:34:10	45.569953	-122.693975	12.6	239584735
2023-01-17 10:34:27	45.569993	-122.695418	6.76	239584735
2023-01-17 10:34:30	45.569993	-122.695465	1.33	239584735
2023-01-17 10:34:35	45.569987	-122.695932	7.6	239584735
2023-01-17 10:34:45	45.569963	-122.697383	11.6	239584735
2023-01-17 10:35:15	45.570822	-122.700443	10.2	239584735
2023-01-17 10:35:35	45.572153	-122.70153	8.75	239584735
2023-01-17 10:36:05	45.57431	-122.705422	13.43	239584735
2023-01-17 10:36:15	45.574737	-122.707038	13.8	239584735
2023-01-17 10:36:35	45.575198	-122.710342	13.5	239584735
2023-01-17 10:36:40	45.575238	-122.711173	13.4	239584735
2023-01-17 10:36:55	45.575322	-122.713205	10.67	239584735
2023-01-17 10:37:25	45.575207	-122.714867	4.6	239584735
2023-01-17 10:37:30	45.575078	-122.715618	12.4	239584735
2023-01-17 10:37:35	45.574947	-122.716343	11.8	239584735
2023-01-17 10:38:05	45.573822	-122.720582	12.17	239584735
2023-01-17 10:38:25	45.573827	-122.722875	10.4	239584735
2023-01-17 10:21:02	45.490525	-122.801512	0	239857777
2023-01-17 10:21:24	45.48999	-122.80168	2.86	239857777
2023-01-17 10:21:27	45.48999	-122.801678	0	239857777
2023-01-17 10:23:54	45.486985	-122.8003	2.39	239857777
2023-01-17 10:25:47	45.486463	-122.793778	4.86	239857777
2023-01-17 10:25:57	45.48647	-122.792507	10.1	239857777
2023-01-17 10:26:12	45.48648	-122.790148	12.33	239857777
2023-01-17 10:30:32	45.48641	-122.773295	4.98	239857777
2023-01-17 10:36:28	45.486652	-122.746528	8.39	239857777
2023-01-17 10:36:43	45.487042	-122.743535	15.8	239857777
2023-01-17 10:36:48	45.487038	-122.742563	15	239857777
2023-01-17 10:37:43	45.486995	-122.73315	13.25	239857777
2023-01-17 10:38:28	45.486982	-122.730553	4.51	239857777
2023-01-17 10:39:02	45.485867	-122.724342	15	239857777
2023-01-17 10:40:37	45.48453	-122.716702	6.49	239857777
2023-01-17 10:40:47	45.483933	-122.715367	12.4	239857777
2023-01-17 10:41:32	45.482442	-122.712072	6.73	239857777
2023-01-17 10:42:17	45.48171	-122.70984	4.29	239857777
2023-01-17 10:42:22	45.481662	-122.709072	12.2	239857777
2023-01-17 10:42:57	45.481247	-122.706928	4.94	239857777
2023-01-17 10:43:27	45.479835	-122.701845	14.4	239857777
2023-01-17 08:43:00	45.456555	-122.781057	2.45	239857660
2023-01-17 08:43:25	45.45695	-122.78164	2.48	239857660
2023-01-17 08:44:05	45.458302	-122.781258	4.25	239857660
2023-01-17 08:44:15	45.459315	-122.780727	11.9	239857660
2023-01-17 08:44:20	45.45972	-122.780507	9.4	239857660
2023-01-17 08:44:50	45.461623	-122.779547	7.5	239857660
2023-01-17 08:45:05	45.462967	-122.7789	10.47	239857660
2023-01-17 08:48:30	45.464397	-122.77827	0.8	239857660
2023-01-17 08:48:40	45.464663	-122.778233	3.4	239857660
2023-01-17 08:49:00	45.46532	-122.777905	4.15	239857660
2023-01-17 08:51:55	45.465823	-122.77753	0.39	239857660
2023-01-17 08:52:20	45.467025	-122.77692	5.64	239857660
2023-01-17 08:53:05	45.468593	-122.776195	4.04	239857660
2023-01-17 08:53:25	45.469877	-122.77552	7.7	239857660
2023-01-17 08:53:40	45.47105	-122.774902	9.07	239857660
2023-01-17 08:54:05	45.471395	-122.77463	1.48	239857660
2023-01-17 08:54:15	45.471713	-122.774248	5.1	239857660
2023-01-17 08:54:25	45.472265	-122.773405	8.3	239857660
2023-01-17 08:54:35	45.472562	-122.771897	12.7	239857660
2023-01-17 08:54:45	45.472565	-122.769883	15.8	239857660
2023-01-17 08:55:10	45.474083	-122.765475	15.76	239857660
